Nvidia,Holmdel,NJ,"40.3644° N, 74.1848° W"
Nvidia,Hillsboro,OR,"45.5229° N, 122.9898° W"
OpenSea,New York City,NY,"40.7128° N, 74.0060° W"
OpenSea,San Francisco,CA,"37.7749° N, 122.4194° W"
OpenSea,Miami,FL,"25.7617° N, 80.1918° W"
OpenSea,Austin,TX,"30.2672° N, 97.7431° W"
OpenSea,Portland,OR,"45.5231° N, 122.6765° W"
Oracle,Redwood City,CA,"37.4852° N, 122.2364° W"
Oracle,Austin,TX,"30.2672° N, 97.7431° W"
Oracle,Seattle,WA,"47.6062° N, 122.3321° W"
Oracle,Broomfield,CO,"39.9205° N, 105.0867° W"
Oracle,Nashua,NH,"42.7654° N, 71.4676° W"
Palo Alto Networks,Santa Clara,CA,"37.3541° N, 121.9552° W"
Palo Alto Networks,Reston,VA,"38.9586° N, 77.3570° W"
Palo Alto Networks,Plano,TX,"33.0198° N, 96.6989° W"
Palo Alto Networks,New York City,NY,"40.7128° N, 74.0060° W"
PayPal,San Jose,CA,"37.3382° N, 121.8863° W"
PayPal,Chandler,AZ,"33.3062° N, 111.8413° W"
PayPal,Austin,TX,"30.2672° N, 97.7431° W"
PayPal,Hunt Valley,MD,"39.4918° N, 76.6568° W"
PayPal,Scottsdale,AZ,"33.4942° N, 111.9261° W"
Pinterest,San Francisco,CA,"37.7749° N, 122.4194° W"
Pinterest,New York City,NY,"40.7128° N, 74.0060° W"
Pinterest,Seattle,WA,"47.6062° N, 122.3321° W"
Pinterest,Chicago,IL,"41.8781° N, 87.6298° W"
Qualcomm,San Diego,CA,"32.7157° N, 117.1611° W"
Qualcomm,San Jose,CA,"37.3382° N, 121.8863° W"
Qualcomm,Boulder,CO,"40.0149° N, 105.2705° W"
Qualcomm,Bridgewater,NJ,"40.5943° N, 74.6244° W"
Qualcomm,Raleigh,NC,"35.7796° N, 78.6382° W"
Roblox,San Mateo,CA,"37.5624° N, 122.3269° W"
Roblox,Atlanta,GA,"33.7490° N, 84.3880° W"
Roblox,Austin,TX,"30.2672° N, 97.7431° W"
Roblox,Seattle,WA,"47.6062° N, 122.3321° W"
Roblox,New York City,NY,"40.7128° N, 74.0060° W"
Salesforce,San Francisco,CA,"37.7749° N, 122.4194° W"
Salesforce,Indianapolis,IN,"39.7684° N, 86.1581° W"
Salesforce,New York,NY,"40.7128° N, 74.0060° W"
Salesforce,Chicago,IL,"41.8781° N, 87.6298° W"
Salesforce,Bellevue,WA,"47.6101° N, 122.2015° W"
Scale AI,San Francisco,CA,"37.7749° N, 122.4194° W"
Scale AI,Charlottesville,VA,"38.0293° N, 78.4767° W"
Scale AI,New York City,NY,"40.7128° N, 74.0060° W"
Scale AI,Austin,TX,"30.2672° N, 97.7431° W"
Shopify,Ottawa,ON,"45.4215° N, 75.6972° W"
Shopify,Toronto,ON,"43.6532° N, 79.3832° W"
Shopify,San Francisco,CA,"37.7749° N, 122.4194° W"
Shopify,Waterloo,ON,"43.4643° N, 80.5204° W"
Shopify,Montreal,QC,"45.5017° N, 73.5673° W"
Snap,Santa Monica,CA,"34.0195° N, 118.4912° W"
Snap,San Francisco,CA,"37.7749° N, 122.4194° W"
Snap,New York City,NY,"40.7128° N, 74.0060° W"
Snap,Seattle,WA,"47.6062° N, 122.3321° W"
Snap,Chicago,IL,"41.8781° N, 87.6298° W"
Splunk,San Francisco,CA,"37.7749° N, 122.4194° W"
Splunk,San Jose,CA,"37.3382° N, 121.8863° W"
Splunk,McLean,VA,"38.9339° N, 77.1773° W"
Splunk,Plano,TX,"33.0198° N, 96.6989° W"
Splunk,Chicago,IL,"41.8781° N, 87.6298° W"
Square,San Francisco,CA,"37.7749° N, 122.4194° W"
Square,New York City,NY,"40.7128° N, 74.0060° W"
Square,St. Louis,MO,"38.6270° N, 90.1994° W"
Square,Waterloo,ON,"43.4643° N, 80.5204° W"
Square,Atlanta,GA,"33.7490° N, 84.3880° W"
Tesla,Fremont,CA,"37.4934° N, 121.9443° W"
Tesla,Palo Alto,CA,"37.4419° N, 122.1430° W"
Tesla,Austin,TX,"30.2672° N, 97.7431° W"
Tesla,Buffalo,NY,"42.8864° N, 78.8784° W"
Tesla,Sparks,NV,"39.5728° N, 119.7157° W"
Texas Instruments,Dallas,TX,"32.7767° N, 96.7970° W"
Texas Instruments,Santa Clara,CA,"37.3541° N, 121.9552° W"
Texas Instruments,South Portland,ME,"43.6415° N, 70.2409° W"
Texas Instruments,Germantown,MD,"39.1732° N, 77.2717° W"
Texas Instruments,Tucson,AZ,"32.2226° N, 110.9747° W"
TikTok,Culver City,CA,"34.0211° N, 118.3965° W"
TikTok,Mountain View,CA,"37.3861° N, 122.0839° W"
TikTok,New York City,NY,"40.7128° N, 74.0060° W"
TikTok,Austin,TX,"30.2672° N, 97.7431° W"
Twilio,San Francisco,CA,"37.7749° N, 122.4194° W"
Twilio,Denver,CO,"39.7392° N, 104.9903° W"
Twilio,New York City,NY,"40.7128° N, 74.0060° W"
Twilio,Atlanta,GA,"33.7490° N, 84.3880° W"
Twilio,Seattle,WA,"47.6062° N, 122.3321° W"
Twitch,San Francisco,CA,"37.7749° N, 122.4194° W"
Twitch,Seattle,WA,"47.6062° N, 122.3321° W"
Twitch,Los Angeles,CA,"34.0522° N, 118.2437° W"
Twitch,Irvine,CA,"33.6846° N, 117.8265° W"
Twitch,Salt Lake City,UT,"40.7608° N, 111.8910° W"
Uber,San Francisco,CA,"37.7749° N, 122.4194° W"
Uber,New York City,NY,"40.7128° N, 74.0060° W"
Uber,Dallas,TX,"32.7767° N, 96.7970° W"
Uber,Chicago,IL,"41.8781° N, 87.6298° W"
UnitedHealth,Minnetonka,MN,"44.9697° N, 93.4491° W"
UnitedHealth,Hartford,CT,"41.7658° N, 72.6734° W"
UnitedHealth,Eden Prairie,MN,"44.8547° N, 93.4708° W"
VMware,Palo Alto,CA,"37.4419° N, 122.1430° W"
VMware,Atlanta,GA,"33.7490° N, 84.3880° W"
VMware,Austin,TX,"30.2672° N, 97.7431° W"
VMware,Broomfield,CO,"39.9205° N, 105.0867° W"
VMware,Cambridge,MA,"42.3736° N, 71.1097° W"
Workday,Pleasanton,CA,"37.6624° N, 121.8747° W"
Workday,San Francisco,CA,"37.7749° N, 122.4194° W"
Workday,Chicago,IL,"41.8781° N, 87.6298° W"
Workday,Atlanta,GA,"33.7490° N, 84.3880° W"
Workday,Minneapolis,MN,"44.9778° N, 93.2650° W"
Zoom,San Jose,CA,"37.3382° N, 121.8863° W"
Zoom,Denver,CO,"39.7392° N, 104.9903° W"
Zoom,Atlanta,GA,"33.7490° N, 84.3880° W"
Zoom,Overland Park,KS,"38.9822° N, 94.6708° W"
Zoom,New York,NY,"40.7128° N, 74.0060° W"
